BioWare Version 5.4.8.0 Export
Device:	SB3 LHand 9281CA (SN>616901)	SB3 LHand 9281CA (SN>616901)	SB3 LHand 9281CA (SN>616901)	SB3 LHand 9281CA (SN>616901)
Samples (#):	15000	15000	15000	15000
Rate (Hz):	1000.000000	1000.000000	1000.000000	1000.000000
Contact period start (sample #):	0	0	0	0
Contact period end (sample #):	7741	7741	7741	7741
Contact period start time (s):	0.000000	0.000000	0.000000	0.000000
Contact period end time (s):	7.741000	7.741000	7.741000	7.741000
First sample time (s):	0.000000	0.000000	0.000000	0.000000
Normalized force (N):	0.551102	0.551102	0.551102	0.551102
Normalized length (m):	1.000000	1.000000	1.000000	1.000000
abs time (s)	Fx	Fy	Fz	Ax
	N	N	N	m
0.357000	10.530963	10.678034	708.684093	0.094801
0.358000	10.683551	9.915095	716.593018	0.094759
0.359000	10.187641	9.419185	726.100586	0.093844
0.360000	9.424701	9.037715	734.008499	0.093707
0.361000	9.043231	8.198482	742.406273	0.093391
0.362000	9.386554	8.999568	753.169636	0.093096
0.363000	9.844318	9.228450	762.027668	0.093320
0.364000	10.225788	8.579951	771.687786	0.093087
0.365000	10.683551	10.029536	781.188457	0.092578
0.366000	10.340229	9.304744	790.527073	0.092392
0.367000	9.081378	8.236629	799.715122	0.091888
0.368000	8.471027	8.389216	808.420547	0.091392
0.369000	9.005085	8.732539	818.237488	0.091449
0.370000	9.958759	8.351069	828.056080	0.091125
0.371000	11.713521	8.618098	837.386833	0.091343
0.372000	12.362019	8.694392	848.627590	0.090960
0.373000	12.209432	9.037715	858.131504	0.090266
0.374000	11.675374	8.198482	867.154858	0.089923
0.375000	11.484639	7.588130	877.288692	0.089523
0.376000	11.789815	7.702571	887.421867	0.089436
0.377000	12.323873	7.549983	897.086945	0.089174
0.378000	13.010519	6.977778	909.276745	0.088839
0.379000	12.896078	7.130366	920.519779	0.088422
0.380000	12.819784	6.481868	932.558659	0.087736
0.381000	11.866109	6.329280	944.115906	0.087313
0.382000	11.179463	6.672603	955.842850	0.086543
0.383000	11.103170	6.481868	965.974365	0.086469
0.384000	10.569112	5.566339	977.533989	0.086054
0.385000	10.454670	4.421930	990.043983	0.085460
0.386000	10.530965	4.879694	1003.180878	0.084900
0.387000	9.500996	4.955988	1012.210106	0.084764
0.388000	8.509174	4.727106	1023.464279	0.084232
0.389000	8.623615	4.383783	1033.437050	0.084050
0.390000	9.005085	4.421930	1043.728371	0.083833
0.391000	8.928791	4.040461	1055.289566	0.083104
0.392000	8.432880	3.697138	1065.423767	0.083049
0.393000	8.623615	3.010492	1076.033920	0.082676
0.394000	6.563678	2.972345	1086.329834	0.082285
0.395000	6.067768	1.904230	1093.767296	0.082013
0.396000	4.618182	1.560907	1103.276535	0.081687
0.397000	4.732623	2.247553	1108.985451	0.081509
0.398000	4.198565	2.094965	1118.004501	0.081095
0.399000	4.198565	1.827936	1125.133667	0.081025
0.400000	2.825274	0.530939	1132.261101	0.080650
0.401000	1.909747	0.988703	1136.691902	0.080365
0.402000	-0.035748	0.149469	1139.870148	0.080217
0.403000	-0.417218	-0.575323	1142.402779	0.080087
0.404000	-1.142011	-1.147528	1147.161949	0.079704
0.405000	-1.142011	-0.651617	1149.370140	0.079690
0.406000	-1.828656	-1.757879	1152.544777	0.079385
0.407000	-2.133832	-2.291937	1150.156136	0.079587
0.408000	-1.752362	-3.436346	1150.952957	0.079136
0.409000	-1.523480	-3.627081	1147.461403	0.079157
0.410000	-0.760541	-5.839606	1147.294701	0.079011
0.411000	-0.836835	-6.488105	1147.132309	0.078971
0.412000	-0.989423	-6.869575	1143.807091	0.079124
0.413000	-0.302777	-7.365485	1143.648964	0.078943
0.414000	0.536456	-7.136603	1142.695892	0.078831
0.415000	1.833453	-8.204719	1141.274422	0.078822
0.416000	1.642718	-9.158393	1141.442009	0.078366
0.417000	2.481952	-9.616157	1140.802589	0.078121
0.418000	2.939715	-10.646125	1142.224747	0.077911
0.419000	3.740802	-11.866828	1144.606499	0.077691
0.420000	3.321185	-11.904975	1146.981956	0.077237
0.421000	1.909747	-13.278266	1147.617081	0.077145
0.422000	0.193133	-12.362739	1151.585632	0.076676
0.423000	-1.256452	-11.485358	1155.084724	0.076213
0.424000	-2.362714	-11.065742	1160.643707	0.075298
0.425000	-3.926740	-10.684272	1165.092552	0.074856
0.426000	-5.261884	-10.531684	1170.957626	0.074192
0.427000	-6.368145	-10.646125	1177.619240	0.073667
0.428000	-8.084759	-10.302802	1184.745728	0.073091
0.429000	-11.212811	-9.463569	1190.940475	0.071983
0.430000	-15.256390	-8.738776	1197.455162	0.071419
0.431000	-19.376262	-6.869575	1203.010841	0.070616
0.432000	-23.114666	-6.602546	1209.993927	0.069772
0.433000	-26.242718	-4.924079	1214.123550	0.069384
0.434000	-28.302654	-4.199286	1218.410645	0.069031
0.435000	-30.477031	-4.962226	1225.710037	0.068160
0.436000	-33.223614	-4.122992	1231.573090	0.067455
0.437000	-35.932049	-3.817816	1236.337189	0.066798
0.438000	-38.678629	-3.512640	1239.195892	0.066286
0.439000	-41.387064	-2.635260	1242.852448	0.065650
0.440000	-43.942911	-2.215643	1244.118744	0.065418
0.441000	-45.735819	-1.567144	1246.350540	0.065203
0.442000	-47.337992	-0.994940	1247.624771	0.064706
0.443000	-48.940165	-1.376410	1250.007111	0.064103
0.444000	-50.847513	-0.956793	1250.018860	0.063850
0.445000	-52.449686	-1.261969	1250.498474	0.063545
0.446000	-53.212626	-1.757879	1249.552704	0.063265
0.447000	-53.632242	-1.033087	1244.647141	0.063192
0.448000	-54.090006	-0.766058	1244.969986	0.062963
0.449000	-55.310709	-0.232000	1244.814133	0.062543
0.450000	-56.569558	0.035028	1242.598038	0.062380
0.451000	-58.209877	-0.346441	1239.278061	0.062104
0.452000	-59.659462	-0.575323	1235.640793	0.061967
0.453000	-60.689430	-1.147528	1232.003250	0.061715
0.454000	-61.223488	-1.452703	1230.734589	0.061406
0.455000	-61.147194	-0.422735	1226.465851	0.061239
0.456000	-61.147194	0.035028	1225.998367	0.060847
0.457000	-61.757545	0.683527	1223.795731	0.060251
0.458000	-62.940102	1.255732	1221.432373	0.059867
